ID,Text,Is_Activism,Category,Post_Id,Like_Count
45,Check out my Etsy shop for cool designs 😎❤️❤️,False,None,Cu4Qupou_H0,1
46,😍❤️,False,None,Cu4Qupou_H0,2
47,I like the dinosaur 🦖 face,False,None,Cu4Qupou_H0,4
48,Epaaaaa faltou o @luvadepedreiro 🔥,False,None,Cu4Qupou_H0,2
49,trash adidas pessi💩💩💩💩💩🤮🤮🤮🤮🤮🤮,False,None,Cu4Qupou_H0,2
50,My home❤,False,None,Cu4Qupou_H0,2
51,❤️🔥,False,None,Cu4Qupou_H0,2
52,That tune just never gets old. ❤️,False,None,Cu4Qupou_H0,2
53,"Baby Jenna Ortega appearence,uwu 😍😍",False,None,Cu4Qupou_H0,4
54,❏ 5 te amo @jennaortega ❤️,False,None,Cu4Qupou_H0,2
55,JENNA❤️,False,None,Cu4Qupou_H0,3
56,Upcycling Adidas shoebox shoeboxartist,False,None,Cu4Qupou_H0,2
57,🔥,False,None,Cu4Qupou_H0,2
58,Fun Polls Coming Soon! Follow the page to get involved in the fun !,False,None,Cu4Qupou_H0,2
59,///🤍🧡💜💙💛🤎💚💜🖤❤,False,None,Cu4Qupou_H0,2
60,Watch & Follow @topbusinesshistory,False,None,Cu4Qupou_H0,2
61,@adidas good night buy my NFT LYNX,False,None,Cu4Qupou_H0,2
62,Gotta love @adidas,False,None,Cu4Qupou_H0,2
63,Are y’all gonna do a preorder of the KoRn @adidas releasing in Oct?!,False,None,Cu4Qupou_H0,3
64,❏ 5 @jennaortega ❤️,False,None,Cu4Qupou_H0,2
65,"I have these balls, For sell 🤌🏻⚽️",False,None,Cu4Qupou_H0,2
66,🩷,False,None,Cu4Qupou_H0,2
67,🖖💯,False,None,Cu4Qupou_H0,3
68,"nike > adidog, ronaldo > pessidog 💩💩💩💩💩🤮🤮🤮🤮🤮🤮",False,None,Cu4Qupou_H0,2
69,Jenna y Messi,False,None,Cu4Qupou_H0,2
70,Jenna and Messi 😻,False,None,Cu4Qupou_H0,3
71,JENNA🖤,False,None,Cu4Qupou_H0,2
72,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,False,None,Cu4Qupou_H0,1
73,🔥😮💯💚,False,None,Cu4Qupou_H0,1
74,🔥🔥🔥🔥🔥🔥🔥🔥,False,None,Cu4Qupou_H0,1
75,❤️❤️🔥🔥🔥,False,None,Cu4Qupou_H0,1
76,😍😍😍😍,False,None,Cu4Qupou_H0,2
77,🔥❤️🔥,False,None,Cu4Qupou_H0,2
78,😍😍😍,False,None,Cu4Qupou_H0,2
79,❤️‍🔥,False,None,Cu4Qupou_H0,2
80,If Messi did come to NZ😭,False,None,Cu4Qupou_H0,1
81,Messi 😍😍😍,False,None,Cu4Qupou_H0,2
82,MESSI!,False,None,Cu4Qupou_H0,2
83,😍😍😍😍 Lestgoooooooooooo USA 🇺🇲,False,None,Cu4Qupou_H0,2
84,Jennaaaa♥️🌸,False,None,Cu4Qupou_H0,1
85,🔥🔥🔥,False,None,Cu4Qupou_H0,1
86,@jennaortega love love,False,None,Cu4Qupou_H0,1
87,❤️🔥,False,None,Cu4Qupou_H0,1
88,❤️,False,None,Cu4Qupou_H0,1
89,Beckham ❤️⚽🙏🏻,False,None,Cu4Qupou_H0,1
90,😍❤️,False,None,Cu4Qupou_H0,1
91,Vio and Co; Verbot🛑yay,False,None,Cu4Qupou_H0,1
92,🔥,False,None,Cu4Qupou_H0,1
93,😍,False,None,Cu4Qupou_H0,1
94,❤️🔥❤️,False,None,Cu4Qupou_H0,1
95,😉😉😉✨🔥,False,None,Cu4Qupou_H0,1
96,😹😹😹,False,None,Cu4Qupou_H0,1
97,❤️🔥🔥🔥🔥,False,None,Cu4Qupou_H0,1
98,🙌,False,None,Cu4Qupou_H0,1
99,@big.best15,False,None,Cu4Qupou_H0,1
100,Jenna 🥰,False,None,Cu4Qupou_H0,1
101,😍😍😍👏,False,None,Cu4Qupou_H0,1
102,I came here for baby @jennaortega 😛😍,False,None,Cu4Qupou_H0,1
103,⚽️💫🔥,False,None,Cu4Qupou_H0,1
104,🌟😎,False,None,Cu4Qupou_H0,1
105,😍😍😍,False,None,Cu4Qupou_H0,1
106,😍😍😍,False,None,Cu4Qupou_H0,1
107,Love @adidas,False,None,Cu4Qupou_H0,3
108,😍😍😍😍,False,None,Cu4Qupou_H0,10
109,⚡️⚡️⚡️,False,None,Cu4Qupou_H0,4
110,Adidas duvido você me patrocinar! Desafio pesadinho em 🤣,False,None,Cu4Qupou_H0,1
111,"If you dont love Jenna, I don't want to know you",False,None,Cu4Qupou_H0,1
112,"@adidas @adidasfootball @adidasoriginals ✅👍🏻 Adidas, as always, your advertising is on top! ✅🔥🔥🔥",False,None,Cu4Qupou_H0,2
113,❤️‍🔥❤️‍🔥,False,None,Cu4Qupou_H0,2
114,Jenna ortega❤️,False,None,Cu4Qupou_H0,13
115,🔥,False,None,Cu4Qupou_H0,3
116,Jenna💖💖💖🩷🩷🩷,False,None,Cu4Qupou_H0,2
117,ADİDAS ❤️❤️❤️😩😩😩,False,None,Cu4Qupou_H0,2
118,Jenna Ortega 😍😍😍,False,None,Cu4Qupou_H0,3
119,Jennaaa,False,None,Cu4Qupou_H0,2
120,Mit Reinhold Beckman!! @__anele1 @____franzis,False,None,Cu4Qupou_H0,2
121,Messi made advertising valuable without him advertising is bad 🐐,False,None,Cu4Qupou_H0,3
122,"If Adidas want to sell its products, include David Beckham. 🏴󠁧󠁢󠁥󠁮󠁧󠁿 🦁 ⚽️",False,None,Cu4Qupou_H0,5
123,Jenna ❤️,False,None,Cu4Qupou_H0,2
124,Jenna Ortega 😍,False,None,Cu4Qupou_H0,2
125,"Respected sir / madam,",False,None,Cu4Qupou_H0,0
126,"hello, can you like my adidas photo?🖤",False,None,Cu4Qupou_H0,0
127,Boom🔥,False,None,Cu4Qupou_H0,0
128,Jennnaaaaaaaaaa,False,None,Cu4Qupou_H0,0
129,🔥🔥,False,None,Cu4Qupou_H0,0
130,7 Wo.Antworten,False,None,Cu4Qupou_H0,0
131,7 Wo.Antworten,False,None,Cu4Qupou_H0,0
132,7 Wo.Antworten,False,None,Cu4Qupou_H0,0
133,😍,False,None,Cu4Qupou_H0,0
134,🔥🔥adidas baby,False,None,Cu4Qupou_H0,0
135,🔥🔥🔥🔥,False,None,Cu4Qupou_H0,0
136,jennaaa😍😍,False,None,Cu4Qupou_H0,0
137,Jenna and Messi Latinos on 🔝,False,None,Cu4Qupou_H0,0
138,@adidas disponen ropa para niño de 2 años y zapatos de 2años?,False,None,Cu4Qupou_H0,0
139,❤️,False,None,Cu4Qupou_H0,0
140,Yall need Kanye back,False,None,Cu4Qupou_H0,0
141,🔥🔥🔥,False,None,Cu4Qupou_H0,0
142,Jenna love,False,None,Cu4Qupou_H0,0
143,❤️,False,None,Cu4Qupou_H0,0
144,❤️,False,None,Cu4Qupou_H0,0
145,🔥,False,None,Cu4Qupou_H0,0
146,🙌,False,None,Cu4Qupou_H0,0
147,👏,False,None,Cu4Qupou_H0,0
148,Ong y’all simp for Jenna Ortega too much 😭😭😭😭,False,None,Cu4Qupou_H0,0
149,Wow,False,None,Cu4Qupou_H0,0
150,Who else is BUZZING?! 🔥🔥🔥,False,None,Cu4Qupou_H0,0
151,❤️❤️,False,None,Cu4Qupou_H0,0
152,Adidas should sign CR7,False,None,Cu4Qupou_H0,0
153,Messi>>>>>>anyone,False,None,Cu4Qupou_H0,0
154,STOP THE MASSACRE OF KANGAROOS!!,False,None,Cu4Qupou_H0,0
155,KoЯn,False,None,Cu4Qupou_H0,0
156,Check my page if you are only 18 years and above 👅👅,False,None,Cu4Qupou_H0,0
157,6 Wo.Antworten,False,None,Cu4Qupou_H0,0
158,❤️❤️❤️,False,None,Cu4Qupou_H0,0
159,🔥,False,None,Cu4Qupou_H0,0
160,Yo le compre botines adidas predator a mi hija y menos de un mes ya estaban rotos 😢,False,None,Cu4Qupou_H0,0
161,@slipmatt YEAHHHHHHH,False,None,Cu4Qupou_H0,0
162,@adidas I'm rooting for the kangaroos not you guys. Never buying anything if yours again.,False,None,Cu4Qupou_H0,0
163,"You should do commercials with me, I've got three stripes for life.",False,None,Cu4Qupou_H0,0
164,❤️,False,None,Cu4Qupou_H0,0
165,❤️❤️,False,None,Cu4Qupou_H0,0
166,😍😍,False,None,Cu4Qupou_H0,0
167,🙌,False,None,Cu4Qupou_H0,0
168,@adidas почему не отвечаете на сообщения?,False,None,Cu4Qupou_H0,0
169,I beg you,False,None,Cu4Qupou_H0,0
170,@jennaortega 😍😍😍🙌,False,None,Cu4Qupou_H0,0
171,Sorry for the random approach I was going through your page and have some clean pics and an amazing personality listen I’ve been working on some of top influencers in America and Canada from what I’d see you would be the perfect match me ASAP if you’re interested 📉💸,False,None,Cu4Qupou_H0,0
172,Can you give us love on tour collection please 😬,False,None,Cu4Qupou_H0,0
173,Who is here after watching jenna Ortega on thumbnail 😆🤍,False,None,Cu4Qupou_H0,0
174,"El 16/05/23 compre unas Adidas Boston 11, las use tres veces, en cada oportunidad me generaron heridas, en la foto pueden ver las marcas. Me costaron 160 €, después de muchos años de usar solo adidas pensé que podrían cambiar, es primera vez que uso zapatillas que me hacen daño. Fui a la tienda, les indique mi argumento “ la zapatillas me rompen la piel, me hacen sangrar “, el argumento no era válido para ellos, me invitaron a seguir usándolas. Escribí a soporte vía email, me enviaron a la tienda. La tienda que me invito a seguir lesionándome.",False,None,Cu4Qupou_H0,0
175,The company that's still trying to take ye down GETS NO SUPPORT FROM ME. Leave that man tf alone,False,None,Cu4Qupou_H0,0
176,"From my personal experience, there isn't a sneaker that looks so good and lasts so longer like this. ADIDAS it's my goal when it comes to choose a good shoe. 😁😁😁",False,None,Cu4Qupou_H0,0
177,Jenna and Messi❤️❤️❤️❤️❤️,False,None,Cu4Qupou_H0,0
178,✨✨,False,None,Cu4Qupou_H0,0
179,Stop the wildlife massacre,False,None,Cu4Qupou_H0,0
180,#payyourworkers #adidasstealsfromitsworkers WAGE THEFT,False,None,Cu4Qupou_H0,0
181,Отв3ть мнe пoжалyйстa… напис@л тебе в дрeкт),False,None,Cu4Qupou_H0,0
182,Yo that’s my wife in the 5th slide,False,None,Cu4Qupou_H0,0
183,Plz chek pv🙏,False,None,Cu4Qupou_H0,0
184,🐻,False,None,Cu4Qupou_H0,0
185,Imagine just being able to freeze someone else’s bank and not let them use their own money. I hope this gets done to adidas like they did to ye,False,None,Cu4Qupou_H0,0
186,"can you please bring back ultraboost ST. my dad is disabled, he cant wear the regulars as he cant pull the shoes. he still wears ultraboost st parley from 2018, and he doesn't wear other shoes I get him saying they are uncomfortable. he wears ultraboost st loosely laced by slipping it on, but now lot of the bottom outsole is gone. please launch it again.",False,None,Cu4Qupou_H0,0
187,Sirous- the one true messenger of the cosmos. Will bringing the divine to all nations @alphastructure.official Constructed for a Lifetime!,False,None,Cu4Qupou_H0,0
188,#AllegriOut,False,None,Cu4Qupou_H0,0
189,These creative concepts are on a whole new level of brilliance!,False,None,Cu4Qupou_H0,0
190,WITHOUT KANYE YALL USELESS,False,None,Cu4Qupou_H0,0
191,Cruelty for shoes in 2023 @adidas ? Kangaroos are not shoes. THEIR SKIN not yours,False,None,Cu4Qupou_H0,0
192,❤️,False,None,Cu4Qupou_H0,0
193,Martinelli🔥Mbappe🔥Saka,False,None,Cu4Qupou_H0,0
194,@everyone سلام عليكم نحن مؤسسة خيرية لدينا فروع في مجموعة من الدول العربية نقدم مساعدة للمحتاجينWe are a charitable organization with branches in a number of Arab countries. We provide assistance to those in need. Welcome,False,None,Cu4Qupou_H0,0
195,Please release Love On Tour collection 😭,False,None,Cu4Qupou_H0,0
196,Stop killing kangaroos to make your shoes,False,None,Cu4Qupou_H0,0
197,Slaughtering kangaroos just for shoes??????,False,None,Cu4Qupou_H0,0
198,"Adidas are bullies, bullying and hectoring innocent people. Read about their disgusting behaviour towards single mothers here:",False,None,Cu4Qupou_H0,0
199,6 Wo.Antworten,False,None,Cu4Qupou_H0,0
200,Fav shoes brand 🔥🙌,False,None,Cu4Qupou_H0,0
201,Wonderful .,False,None,Cu4Qupou_H0,0
202,😢😍❤️,False,None,Cu4Qupou_H0,0
203,💕💕💕LOVE THIS💕💕💕💕💕💕💕💕💕💕💕💕💕,False,None,Cu4Qupou_H0,0
204,👏👏👏,False,None,Cu4Qupou_H0,0
205,Stop kangaroo massacre! 😢,False,None,Cu4Qupou_H0,0
206,Can we get the Phillipines jersey on the US site?,False,None,Cu4Qupou_H0,0
207,Stop using leather. Adidas is fueled by the corpses of wildlife.,False,None,Cu4Qupou_H0,0
208,🙌,False,None,Cu4Qupou_H0,0
209,Stop kangaroo leather !!!,False,None,Cu4Qupou_H0,0
210,❤️,False,None,Cu4Qupou_H0,0
211,❤️,False,None,Cu4Qupou_H0,0
212,.,False,None,Cu4Qupou_H0,0
213,"Save the kangaroos, not the corporations",False,None,Cu4Qupou_H0,0
214,Jenna❤️❤️,False,None,Cu4Qupou_H0,0
215,Hello I have a problem with adidas in Australia. I try to call and email to them but no one responds my email. I ordered some 3 items but 1 is missing. Please help,False,None,Cu4Qupou_H0,0
216,I’m gay,False,None,Cu4Qupou_H0,0
217,Wowwww,False,None,Cu4Qupou_H0,0
218,"Always dreamed of the perfect cap? Check out the ""DREAM Cap"" 🔥🚀",False,None,Cu4Qupou_H0,0
219,Adidas Türkiye kullanıcıları ile dalga geçiyor. Ultraboos modeli tasarım malzeme ve üretim kaynaklı 4 günde yırtıldı incelemeye gönderildi dalga geçer gibi bir cevapla iade red cevabı verildi. Kullanıcılarını eğitimsiz cahil ve bilgisiz olarak görmeyi ve dalga geçmeyi nasıl beceriyorlar,False,None,Cu4Qupou_H0,0
220,6 Wo.Antworten,False,None,Cu4Qupou_H0,0
221,Money talks 🤑 I see you went back to selling Yeezys,False,None,Cu4Qupou_H0,0
222,Follow me for insta pic ideas 🎟🌸,False,None,Cu4Qupou_H0,0
223,Nike the best 🙌🏻💪🏻,False,None,Cu4Qupou_H0,0
224,❤️❤️❤️,False,None,Cu4Qupou_H0,0
225,Love this 😅🫶🏼,False,None,Cu4Qupou_H0,0
226,‏Please subscribe to my channel and support me @strgame13,False,None,Cu4Qupou_H0,0
227,Jenna over the ghost of Miami Beaches,False,None,Cu4Qupou_H0,0
228,Nunca mais compro nada no aplicativo da adidas brasil descaso total com cliente,False,None,Cu4Qupou_H0,0
229,jennaaaaa❤️♾️🛐,False,None,Cu4Qupou_H0,0
230,Cristiano Ronaldo or Messi,False,None,Cu4Qupou_H0,0
231,Ronaldo or Messi,False,None,Cu4Qupou_H0,0
232,#allegriout,False,None,Cu4Qupou_H0,0
233,❤️,False,None,Cu4Qupou_H0,0
234,Hello everyone can support and follow me ❤️ 🥰,False,None,Cu4Qupou_H0,0
235,"Están al tanto del desastre que es @adidasar ? Están estafando a TODOS los compradores a través de la web, Compras y NUNCA te envían el pedido, amhay decenas de mensajes de muchos que estamos siendo estafados, no hay resolución al problema, hace meses que uno compra, y no dan siquiera número de seguimiento. Es lamentable que una marca como Adidas tenga este nivel de desprolijidad e ilegalidad en la venta online.",False,None,Cu4Qupou_H0,0
236,🦘,False,None,Cu4Qupou_H0,0
237,❤️❤️❤️❤️,False,None,Cu4Qupou_H0,0
238,The world is watching…stop killing kangaroos ❌❌❌ #shameonadidas #boycottadidas,False,None,Cu4Qupou_H0,0
239,Stop selling kangaroo skin! #kangaroosarenotshoes,False,None,Cu4Qupou_H0,0
240,❤️❤️❤️❤️,False,None,Cu4Qupou_H0,0
241,Ordered online three times. You withdraw money but after the order you cancel. what kind of service do you have.,False,None,Cu4Qupou_H0,0
242,@athleticclub,False,None,Cu4Qupou_H0,0
243,f$$$ @adidas they support a man accused by two different women of domestic violence but its a geemna company so no suprise ! f$$$ @alexzverev123 . #boycottadidas,False,None,Cu4Qupou_H0,0
244,Adidas harika favori markamız @men.gery 👏,False,None,Cu4Qupou_H0,0
245,🔥,False,None,Cu4Qupou_H0,0
246,🔥,False,None,Cu4Qupou_H0,0
247,🔥,False,None,Cu4Qupou_H0,0
248,I’m rooting for you to STOP SLAUGHTERING our KANGAROOS. KANGAROOS ARE NOT SHOES,False,None,Cu4Qupou_H0,0
249,@adidas don’t understand the slogan - should it not be play so they don’t look away,False,None,Cu4Qupou_H0,0
250,Myself,False,None,Cu4Qupou_H0,0
251,💖💖💖,False,None,Cu4Qupou_H0,0
252,@valentintrostyanchuk_boxing_rv boxing coach 👊✅,False,None,Cu4Qupou_H0,0
253,Jenna so pretty,False,None,Cu4Qupou_H0,0
254,5 Wo.Antworten,False,None,Cu4Qupou_H0,0
255,Kangaroos are NOT shoes ❌ #stopkillingkangaroos,False,None,Cu4Qupou_H0,0
256,Get Wednesday out of here,False,None,Cu4Qupou_H0,0
257,بشتابید که شیک ترین لباس ها برند و با کیفیت عالی و رنگ بندی جذاب به قیمت عمده براتون آوردیم به پیج ما سر بزنید حمایت کنید لایک و کامنت یادتون نره نظراتونو برام بنویسید راسسسسستتتتتییی تخفیفات عیدانه ام داریم @banogaleri1402,False,None,Cu4Qupou_H0,0
258,Never order from adidas website. I placed an order on the 18th and and wanted to return the product. They haven’t yet picked it up after 13 days . Have called them 8 times and no one gives a damn. Their customer series is least bothered. No refund initiated yet. Worst experience of online shopping. Avoid. Order no AIN03548385,False,None,Cu4Qupou_H0,0
259,Adidas>>Nike,False,None,Cu4Qupou_H0,0
260,Messi or Ronaldo??,False,None,Cu4Qupou_H0,0
261,5 Wo.Antworten,False,None,Cu4Qupou_H0,0
262,@adidas 🙌🙌 i would be Perfect face your brand,False,None,Cu4Qupou_H0,0
263,Adidas forest,False,None,Cu4Qupou_H0,0
264,https://youtu.be/qtUbj6GAWOw,False,None,Cu4Qupou_H0,0
265,my favourite characters—> jenna ortega. ///my favourite player—-> leo messi 🔥,False,None,Cu4Qupou_H0,0
266,"Letter to CEO of adidas,",False,None,Cu4Qupou_H0,0
267,Legends 😍⚽️,False,None,Cu4Qupou_H0,0
268,God I hope u sponsor me when I grow up,False,None,Cu4Qupou_H0,0
269,لاىؤىزم,False,None,Cu4Qupou_H0,0
270,STOp using kangaroo leather!!!! Barbaric and antiquated!!!!!!! #boycottadidas,False,None,CtwTySgtscV,2
271,Stop killing Kangaroos# ban killings for shoes ###,False,None,CtwTySgtscV,37
272,"Never buying another product from you , stop exploiting indonesian factory workers",False,None,CtwTySgtscV,47
273,No more Adidas for our family. Ridiculous to slaughter Kangaroos to make a sneaker that will end up in the trash just for your bottom line. Count us out !!,False,None,CtwTySgtscV,49
274,#animalcruelty kangaroo leather 😔,False,None,CtwTySgtscV,57
275,BAN KANGAROO LEATHER WTF,False,None,CtwTySgtscV,66
276,Ban Kangaroo leather!,False,None,CtwTySgtscV,12
277,You claim you haven’t received my return yet the parcel was tracked and signed for at your warehouse! I want my refund!!!,False,None,CtwTySgtscV,0
278,Stop slaughtering kangaroos for soccer cleats #stopanimalcruelty,False,None,CtwTySgtscV,50
279,I have placed an order in the UK and returned it three weeks ago. But I still didn’t receive my refund,False,None,CtwTySgtscV,2
280,#allegriout,False,None,CtwTySgtscV,4
281,I just heard you use kangaroos for soccer shoes @adidas. Is this true??,False,None,CtwTySgtscV,12
282,I hate this company. Waiting on my refund for over a month.,False,None,CtwTySgtscV,0
283,Stop killing kangaroos be afraid of God,False,None,CtwTySgtscV,8
284,"@adidas, stop hunting 🦘 for your shoes.",False,None,CtwTySgtscV,21
285,@addidas - off NY shopping list. Wtf with kangaroo leather? Ehoever thought of this idea and approved it should be fired. Ridiculous,False,None,CtwTySgtscV,6
286,Stop killing KANGAROOS,False,None,CtwTySgtscV,30
287,when will adidas sell yeezy again? tryna buy a pair,False,None,CtwTySgtscV,2
288,❤️❤️❤️,False,None,CtwTySgtscV,6
289,🔥🔥🔥👏👏👏👏👏,False,None,CtwTySgtscV,3
290,Stop killing kangaroos. It's sick.,False,None,CtwTySgtscV,50
291,BAN Kangaroo leather now!!!!!!,False,None,CtwTySgtscV,7
292,I placed a order of a shoe worth 12799 in adidas but when i completed the transaction it showed a error and but the amount was deducted from my bank account and it confirmed with a sms stating a amount of 12799 is deducted from the account and is sent to adidas,False,None,CtwTySgtscV,0
293,11 Wo.Gefällt 12 MalAntworten,False,None,CtwTySgtscV,0
294,☘️✨,False,None,CtwTySgtscV,3
295,Ilove sport❤️,False,None,CtwTySgtscV,3
296,Kangaroos??!!!! @adidas,False,None,CtwTySgtscV,3
297,❤️👏🏻,False,None,CtwTySgtscV,3
298,@adidas don’t use kangaroo leather … I would rather pay more for Adidas CEO AND MANAGER LEATHER SHOES..,False,None,CtwTySgtscV,8
299,😍,False,None,CtwTySgtscV,3
300,👏👏👏👏👏,False,None,CtwTySgtscV,3
301,please release munchen edge againnnn🔥🔥🙌🙌🙌,False,None,CtwTySgtscV,3
302,💫🤩,False,None,CtwTySgtscV,3
303,BAN KANGAROO LEATHER.,False,None,CtwTySgtscV,14
304,🔥🔥🔥,False,None,CtwTySgtscV,3
305,😍,False,None,CtwTySgtscV,3
306,Always in the moment 🔥,False,None,CtwTySgtscV,2
307,🖤,False,None,CtwTySgtscV,4
308,✨✨✨👌😉,False,None,CtwTySgtscV,4
309,❤️,False,None,CtwTySgtscV,3
310,❤️,False,None,CtwTySgtscV,4
311,🔥🔥,False,None,CtwTySgtscV,3
312,❤️,False,None,CtwTySgtscV,3
313,Stop ✋ supporting #visitfarieislands #STOPTHEHUNT Stop supporting 🐋 Whales and Dolphin 🐬 KILLERS,False,None,CtwTySgtscV,2
314,"I bought a pair of shoes on Adidas Peru online on June 17. I asked for a change in size, and they said yes; still waiting until today for the new size or a refund. Order number from Adidas Peru (APE03461256)",False,None,CtwTySgtscV,0
315,#allegriout,False,None,CtwTySgtscV,4
316,Is the neck really that high?,False,None,CtwTySgtscV,2
317,🧡,False,None,CtwTySgtscV,3
318,❤️❤️❤️,False,None,CtwTySgtscV,3
319,سلام ایرانی 😂,False,None,CtwTySgtscV,6
320,My favourite company😍😍,False,None,CtwTySgtscV,5
321,❤️🙌🔥Amazing,False,None,CtwTySgtscV,4
322,🔥,False,None,CtwTySgtscV,3
323,#allegriout,False,None,CtwTySgtscV,4
324,In The Moment 🔥🔥🔥,False,None,CtwTySgtscV,4
325,🔥🔥🔥,False,None,CtwTySgtscV,3
326,#AllegriOut,False,None,CtwTySgtscV,4
327,Super cool,False,None,CtwTySgtscV,4
328,What happened to ur profits?,False,None,CtwTySgtscV,3
329,Pay your workers!!!,False,None,CtwTySgtscV,15
330,💙💙💙,False,None,CtwTySgtscV,1
331,🥇,False,None,CtwTySgtscV,1
332,Have a Great Day ⭐⭐⭐ For You Alll And @adidas,False,None,CtwTySgtscV,1
333,😍😍😍,False,None,CtwTySgtscV,2
334,🔥🔥🔥,False,None,CtwTySgtscV,2
335,"Fwm if u lookin for some chill vibes while u clean, game, workout etc.",False,None,CtwTySgtscV,2
336,🦁🦁🦁🦁🦁🦁🦁🦁🦁🦁🦁🦁🦁🦁🦁🦁🦁🦁🦁🦁🦁🦁,False,None,CtwTySgtscV,2
337,@adidas frvr ❤️,False,None,CtwTySgtscV,2
338,#kangaroosarenotshoes,False,None,CtwTySgtscV,3
339,"Yo @adidas , there is a new content creator looking for collabs to help herself and your company grow, please contact them via their instagram @contentwsaleha thank you",False,None,CtwTySgtscV,1
340,👏👏👏👏 #inthezone,False,None,CtwTySgtscV,3
341,#boycottadidas https://americanreveille.com/woke-world/adidas-is-accused-of-trying-to-erase-women-by-using-biological-male-model-with-hairy-chest-and-bulging-crotch-for-its-womens-swimwear-line-during-pride-month-one-month-after-nike-paid-dylan-mulva/?fbclid=IwAR1MsABwXQy_ed8P7Q_g9KrpOcoFmruKgQSVakrRyc9GbREf0wH7s1cH9fg,False,None,CtwTySgtscV,0
342,یکی از طرفداراتون مرده کسی که برندتون تو ایران معروف تر کرد بعد شما عین خیالتون نیس گل بگیرن در آدیداس اگ ازش یه جورابم بخرم دیگ,False,None,CtwTySgtscV,1
343,#ALLEGRIOUT,False,None,CtwTySgtscV,4
344,#ALLEGRIOUT,False,None,CtwTySgtscV,4
345,"The agents in Baghdad are cheaters, please, please. There is a problem in Baghdad. We buy at an exaggerated price and it is not original",False,None,CtwTySgtscV,3
