ID,Text,Is_Activism,Category,Post_Id,Like_Count
25,Sounds like Ireland :),False,None,CvfCmFyNYA8,0
26,Worst company for mailing anything two “attempts “ but yet no one came to my door,False,None,CvfCmFyNYA8,0
27,Lo goblok lgbt anjing,False,None,CvfCmFyNYA8,0
28,Where did the import duties come from and how come they are at the cost of over £500,False,None,CvfCmFyNYA8,0
29,Report this account a scammer,False,None,CvfCmFyNYA8,0
30,"El servicio de @dhlparcelespana no sirve, mi pedido n 2810929417 lleva extraviado desde 14 de Julio NO ME HAN ENTREGADO MI PAQUETE, no hay forma de comunicarse con la central ni con atención al cliente, he escrito correos y he llamado NADIE RESPONDE",False,None,CvfCmFyNYA8,0
31,Häftigt!,False,None,CvfCmFyNYA8,0
32,"Very interesting, is there any Place you cant delivery to?! @dhl_global seems like nothing is impossible with the right shipping carrier 🤗",False,None,CvfCmFyNYA8,0
33,Hallo DHL…,False,None,CvfCmFyNYA8,0
34,DHL PARCEL IS A SCAM. THEY EITHER LOSE YOUR PACKAGE OR DELAY THE DELIVERY ONLY FOR IT TO BE DELIVERED WHEREVER THEY WANT WEEKS LATER. CUSTOMER SERVICE IS HELPLESS. YOU CANT SPEAK TO ANYONE AND THEY OFFER NO SOLUTIONS EVEN IF THEY MESSED UP. NEVER TRUST THIS COMPANY,False,None,CvfCmFyNYA8,0
35,scammers,False,None,CvfCmFyNYA8,0
36,🌷🌷,False,None,CvfCmFyNYA8,0
37,"this company is a fraud, I want my money back, bad service is not polite to women",False,None,CvfCmFyNYA8,0
38,d.a.,False,None,CvPYF3PIE7A,0
39,Looove the extreme delivery series! So interesting!,False,None,CvPYF3PIE7A,2
40,is there any possible way i can communicate with you and know why my order wasnt delivered and sent back even though the address was 100% correct? im waiting for my next package and im afraid i wont get it either,False,None,CvPYF3PIE7A,3
41,I need your help DHL. Lost my key in Munich and a DHL driver found it. I already sent you a PM. Please help me ❤️❤️❤️❤️,False,None,CvPYF3PIE7A,1
42,📦❤,False,None,CvPYF3PIE7A,0
43,👏,False,None,CvPYF3PIE7A,1
44,❤️,False,None,CvPYF3PIE7A,1
45,The best!,False,None,CvPYF3PIE7A,2
46,Waoo,False,None,CvPYF3PIE7A,0
47,"Muito top, parabéns",False,None,CvPYF3PIE7A,1
48,Nice,False,None,CvPYF3PIE7A,1
49,Please check pm problem with delivery 🚚,False,None,CvPYF3PIE7A,0
50,"Buonasera, sto provando a programmare un reso da un online shop (che utilizza voi come corriere)dove ho acquistato e non mi rispondono, è possibile programmarlo direttamente con voi? Grazie",False,None,CvPYF3PIE7A,0
51,"Warte seit dem 3.8. auf mein Paket. 1. Zustellversuch am 5.8. scheitert verursacht durch DHL („Abbruch der Zustelltour aufgrund von Krankheit, Unfall, Überschreitung der Arbeitszeit.“) 2. Zustellversuch am 8.8. scheitert verursacht durch DHL, angeblich würde mein Name nicht an der Klingel stehen, absoluter Bull💩). 3. Zustellversuch am 9.8. scheitert verursacht durch DHL („Die Zustellung der Sendung verzögert sich.“)",False,None,CvPYF3PIE7A,0
52,"Great that you are putting in effort to deliver under these circumstances. However, it would be great if parcel would actually be delivered and not just marked as delivered when looking at the shipment tracking it's impossible that the parcel could have been delivered at the time indicated. According to shipment, the parcel was put into the delivery car in the same minute it was delivered to me. In addition, just a few hours earlier it was in a completely different part of Germany and could not have arrived at our region in the time given. And the worst part is that neither I nor the sending company are given more information by @dhl_global than what we already know from the tracking status. Nobody feels responsible to look into what happened. @dhl_global should be able to see exactly who allegedly delivered the package and should be able to see that this person doesn't even work in the region I live in. What @dhl_global is doing is not doing their job and customer support is also not a service they can be proud of! I'm going to try and send packages with our delivery companies in the future!",False,None,CvPYF3PIE7A,3
53,@dhl_global can you give me a job,False,None,CvPYF3PIE7A,1
54,"this company on behalf of DHL is very fraudulent, the goods are not sent even though they have paid in full, the reason is to add more money lol",False,None,CvPYF3PIE7A,1
55,"Personally, I 've had nothing but trouble when it came to deliveries where you had to collect VAT and handling. From packages lost because the notification slip wasn't delivered/in another person's postbox to today, when you put the VAT and handling incorrectly into your system and wanted me to pay double the price upon scanning the parcel. Customer service (phone) was no help whatsoever. This is just the last one of a very long list of problems. Is this how you're doing business? Scamming people out of their money? Either pay or forego you parcel? Pathetic.",False,None,CvPYF3PIE7A,4
56,"Give me back my 3 million, Peru what kind of company are you irresponsible",False,None,CvPYF3PIE7A,0
57,"Sending fraudsters is very unreliable, 3 million have been sent, and in the end they are fraudsters",False,None,CvPYF3PIE7A,1
58,I would like to register a formal complaint against Chelsea Czekeryla. DHL are stating that I have to pay import duties when I have already paid through eBay. Liars. Avoid these clowns.,False,None,CvPYF3PIE7A,1
59,O que é documento retido? Estou esperando minha mercadoria e não chega e não consigo falar com ninguém.,False,None,CvPYF3PIE7A,0
60,"Ich bezahle das Paket, das maxx heute bei mir eintreffen soll, und da ist kein Paket, Spott",False,None,CvPYF3PIE7A,0
61,No responden mis mensajes!!!?,False,None,CvPYF3PIE7A,0
62,Sounds like Ireland :),False,None,CvPYF3PIE7A,0
63,Worst company for mailing anything two “attempts “ but yet no one came to my door,False,None,CvPYF3PIE7A,0
64,Lo goblok lgbt anjing,False,None,CvPYF3PIE7A,0
65,Where did the import duties come from and how come they are at the cost of over £500,False,None,CvPYF3PIE7A,0
66,Report this account a scammer,False,None,CvPYF3PIE7A,0
67,"El servicio de @dhlparcelespana no sirve, mi pedido n 2810929417 lleva extraviado desde 14 de Julio NO ME HAN ENTREGADO MI PAQUETE, no hay forma de comunicarse con la central ni con atención al cliente, he escrito correos y he llamado NADIE RESPONDE",False,None,CvPYF3PIE7A,0
68,Häftigt!,False,None,CvPYF3PIE7A,0
69,"Very interesting, is there any Place you cant delivery to?! @dhl_global seems like nothing is impossible with the right shipping carrier 🤗",False,None,CvPYF3PIE7A,0
70,Hallo DHL…,False,None,CvPYF3PIE7A,0
71,DHL PARCEL IS A SCAM. THEY EITHER LOSE YOUR PACKAGE OR DELAY THE DELIVERY ONLY FOR IT TO BE DELIVERED WHEREVER THEY WANT WEEKS LATER. CUSTOMER SERVICE IS HELPLESS. YOU CANT SPEAK TO ANYONE AND THEY OFFER NO SOLUTIONS EVEN IF THEY MESSED UP. NEVER TRUST THIS COMPANY,False,None,CvPYF3PIE7A,0
72,scammers,False,None,CvPYF3PIE7A,0
73,🌷🌷,False,None,CvPYF3PIE7A,0
74,"this company is a fraud, I want my money back, bad service is not polite to women",False,None,CvPYF3PIE7A,0
75,I will not deal with this company again,True,social,CuzRJDzI7K_,25
76,I looooove it! ❤️,False,social,CuzRJDzI7K_,4
77,Nice to see so many colleagues celebrating!! 👏👏,False,social,CuzRJDzI7K_,5
78,🙌❤️,False,social,CuzRJDzI7K_,5
79,Wish I was there 🔥🔥🔥💖❤️💖❤️,False,social,CuzRJDzI7K_,2
80,But when DHL WILL DEDICATE AND CELEBRATE REAL FAMILY VALUES MONTH?,False,social,CuzRJDzI7K_,5
81,❤️🧡💛💚💙💜,False,social,CuzRJDzI7K_,5
82,❤️,False,social,CuzRJDzI7K_,2
83,🔥🔥🔥,False,social,CuzRJDzI7K_,1
84,Smooooooth!!,False,social,CuzRJDzI7K_,3
85,😍😍😍,False,social,CuzRJDzI7K_,3
86,👏👏👏,False,social,CuzRJDzI7K_,1
87,yeyy Mert! @mertortanca Fabulous 😍🌈,False,social,CuzRJDzI7K_,2
88,@mertortanca ❤️‍🔥✨,False,social,CuzRJDzI7K_,2
89,@mertortanca keep replaying for the entrance,False,social,CuzRJDzI7K_,2
90,Before pride and all stuff I never know many people are confused about their existence 😂,False,social,CuzRJDzI7K_,1
91,Woow,False,social,CuzRJDzI7K_,1
92,😍😍😍😍😍😍,False,social,CuzRJDzI7K_,1
93,Let me joined you next time ok,False,social,CuzRJDzI7K_,1
94,It was amazing!!!🌈🥳🔥😍🔥🥳🌈,False,social,CuzRJDzI7K_,3
95,And my package is lost..,False,social,CuzRJDzI7K_,5
96,Bruh,False,social,CuzRJDzI7K_,4
97,🙋🏼‍♀️,False,social,CuzRJDzI7K_,1
98,Hello i need driver jop,False,social,CuzRJDzI7K_,0
99,unfollow 🤬🤬🤬,False,social,CuzRJDzI7K_,18
100,"you should deliver the packages, at least!!!",False,social,CuzRJDzI7K_,19
101,Where is my parcel???,False,social,CuzRJDzI7K_,1
102,Supposed to have handed off to USPS.,False,social,CuzRJDzI7K_,1
103,How is possible that a huge enterprise as yourself HAS LOST an envelope with very important papers...and you do not have any answet to the custumer????? ITS such a shame,False,social,CuzRJDzI7K_,0
104,@two_sixx_kidd ild love to be apart of this ❤️💜🩷💛💚 🏳️‍🌈,False,social,CuzRJDzI7K_,0
105,Unfollow and never deal wit this company again.,False,social,CuzRJDzI7K_,37
106,"🌈🙋🏼‍♂️yep, I was there! #rainbownet #deliveredwithpride #dhlexpress #dhl #colognepride23 #colognepride",False,social,CuzRJDzI7K_,2
107,🖕,False,social,CuzRJDzI7K_,1
108,"I am a proud owner of DebbieTol Store on Etsy with over 220 sales and all 95% of these orders were delivered all around the globe via DHL. My recent experience with DHL made me forget all the successful deliveries during the years because i sent an order to a buyer in Florida, United States from Nigeria; 4 days later i received a notification that it was delivered and i thought i would get a 5 star review from my buyer for a job well done just to get a message from her that it wasn't delivered. I attacked her after receiving proof of delivery from DHL that she signed for delivery because i had some bad experience of buyer telling lies just to get a refund. I trusted DHL which i shouldn't. We both contacted DHL and they promised to look into it, that was when i knew something was off. I sent her a message days later to get an update from her and she explained angrily how DHL delivered to a wrong address and left it on the person's front porch, her order was later delivered few days later while apologising to her but don't i deserve an apology? She threatened to give a bad review and report my store, in fact my store is now suspended but can i blame her? No, i blame DHL. Which should your mistake cause me my livelihood? Your company hurt mine but you carry on",False,social,CuzRJDzI7K_,0
109,UnFollow this is bad,False,social,CuzRJDzI7K_,13
110,"@dhl_global Sooo that's why you don't make our deliveries ""straight"" to home",False,social,CuzRJDzI7K_,3
111,"DHL ""Express"". How dare you commit to 2-3 days delivery worldwide!!!",False,social,CuzRJDzI7K_,0
112,Unfollow 👏 bottom,False,social,CuzRJDzI7K_,7
113,WORST SERVICE EVER. made my 90yr old grandmother run around all for nothing. We paid $150 for a document to go from Bogota to Miami and $150 it should have arrived to her door not make her run around for it to be on a truck. Worst company and service EVER! Watch before using @dhl_global for anything!!! Not at all surprised at all by all the negative comments on here.,False,social,CuzRJDzI7K_,4
114,"Excellence Simply Delivered > Delivered with perverseness, degeneracy, etc. Ashamed to say that I worked and loved this company.😑",False,social,CuzRJDzI7K_,4
115,"Só queria poder estar nesse evento, queria ter apenas uma oportunidade de realmente levantar a minha bandeira e lógico, gritar o mundo que nós somos sim importantes. Chega de homofobia, GAY também é gente❤️😘😍 #meleva #melevanaproxima#globaldhl #dhlglobal #dhlbrasil #dhlbrasil💚💛 #gaypride",False,social,CuzRJDzI7K_,1
116,How I can get a job at DHL in Dubai?,False,social,CuzRJDzI7K_,0
117,The worst service. They are absolutely incompetents.😡,False,social,CuzRJDzI7K_,7
118,"Imma fight y’all I have never used y’all in my LIFE! But somehow, my package was DHL now I didn’t know WTF DHL was. IVE BEEN LOOKING FOR MY PACKAGE WAITING FOR HOURS. I go into the other room, I come back into my living room and there’s a note on my door for two minutes prior saying I didn’t get my package cause I needed to sign for it?!?!? IVE NEVER SIGNED FOR A PACKAGE. Now I gotta wait till tomorrow with ZERO NOTIFICATIONS on if and when my package is coming at a specific time. I downloaded your annoying ass app, shit still didn’t tell me if I’d get notified for my package. Watch your back DHL, watch. Your. Back. CAUSE NO ONE KNOCKED ON MY DOOR 🚪.",False,social,CuzRJDzI7K_,2
119,Unfollowed and not gonna work with you again 👇🏻🖕🏻,False,social,CuzRJDzI7K_,11
120,I faced today bad employee from dhl when deliver my shipment and then i figured that he is not dhl employee and he was rude. My question how big company send delivery person not an employee represent dhl. Also they tried to take extra money with no right because i paid the shipment cost to company. Also usually dhl car with dhl logo deliver what i saw was old car nasty not good for dhl reputation. If you want the details send me private msg to give the detail.,False,social,CuzRJDzI7K_,0
121,How do i contact you??? @dhl_global,False,social,CuzRJDzI7K_,0
122,You might deliver smiles but you sure can’t deliver parcels and seeing this post you are deluded,False,social,CuzRJDzI7K_,3
123,@aadilah_salie,False,social,CuzRJDzI7K_,1
124,Shame !!!!,False,social,CuzRJDzI7K_,3
125,🤩🌈🦄,False,social,CuzRJDzI7K_,2
126,@dhl_global leva a gente @_andreluizdepaula__ @andre_kendrickofc @romulostyle @pedrohc4 Vamos representar MG Heheheheheheeh,False,social,CuzRJDzI7K_,1
127,Germany - Summer - Sunny and Hot Witter,False,social,CuzRJDzI7K_,0
128,Gostaria de estar aí estou no Brasil e meu filho na irlanda também gostaria de estar ai,False,social,CuzRJDzI7K_,0
129,Liefert mal lieber mein Paket ja,False,social,CuzRJDzI7K_,0
130,El Luisito Comunica versión DHL rainbow existe 😂,False,social,CuzRJDzI7K_,0
131,👎👎👎👎👎,False,social,CuzRJDzI7K_,0
132,Unfollow,False,social,CuzRJDzI7K_,0
133,👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻we will not use DHL again,False,social,CuzRJDzI7K_,0
134,sorry i choose ups,False,social,CuzRJDzI7K_,0
135,Never deal with this company,False,social,CuzRJDzI7K_,0
136,Hi from yhm Hamilton,False,social,CuzRJDzI7K_,0
137,Very bad and poor quality work DHL Kazakhstan. Parcel in Kazakhstan is not delivered.,False,social,CuzRJDzI7K_,0
138,REPENT REPENT REPENT. This is sin before the LORD.,False,social,CuzRJDzI7K_,0
139,Pónganse a investigar que está haciendo DHL en la republica Dominicana. Deteniendo pedidos no se puede pedir de 240 dólares,False,social,CuzRJDzI7K_,0
140,Zum wiederholtem Male verstieß heute die #DHL gegen das Postgesetz in dem ein hochwertiges Paket ohne Ablagegenehmigung bei mir vor der Haustüre abgelegt wurde.,False,social,CuzRJDzI7K_,0
141,😒😒😒,False,social,CuzRJDzI7K_,0
142,a satisfied smile. everything for show because the customer for the company does not count. download or rather extort delivery fees. they did not send because they gave a false tracking number. worst courier company in the world,False,social,CuzRJDzI7K_,0
143,"Hello, there, can you get back to my message, please.",False,social,CuzRJDzI7K_,0
144,I would like to ask some quesitons.,False,social,CuzRJDzI7K_,0
145,"I cannot make any phone call, so please answer my mesage, please",False,social,CuzRJDzI7K_,0
146,Vergonzosa la atención al cliente de #dhlspain es imposible,False,social,CuzRJDzI7K_,0
147,🔥❤️,False,social,CuzRJDzI7K_,0
148,Nice @dhl_global lg @falschgetankt,False,social,CuzRJDzI7K_,0
149,Отвратительно работаете ! 3 дня доставить не можете сами не знаете где груз ! Ужасно буду жаловаться,False,social,CuzRJDzI7K_,0
150,@dhl_global please check your dm!!!!🙄😡😡😡,False,social,CuzRJDzI7K_,0
151,Unfollow,False,social,CuzRJDzI7K_,0
152,I won't leave you alone until i get a response from you,False,social,CuzRJDzI7K_,0
153,👎🏻,False,social,CuzRJDzI7K_,0
154,When do you deliver my package? DHL：7697375534,False,social,CuzRJDzI7K_,0
155,Primera vez que utilizo DHL y no me quedan ganas de volver a usarlos. El peor servicio del MUNDO QUE ME HARA PERDER NO MUCHO DINERO SI NO LLEGAN ESOS DOCUMENTOS Y TIEMPO QUE NO SE DEVUELVE. Aún sigo esperando respuesta de mi tema😡😡 no los recomiendan ni loca!!!😡,False,social,CuzRJDzI7K_,0
156,"When I was Kid, I was imagining that in 2023 we will see flying cars floating buildings... and now I'm seeing just a lot of genders🤦‍♂️what a disappointment",False,social,CuzRJDzI7K_,0
157,I will not deal with DHL again,False,social,CuzRJDzI7K_,0
158,yes take note I need a job.. how soon..can I apply now.. thanks,False,social,CuzRJDzI7K_,0
159,D.H.L🔥,False,social,CuzRJDzI7K_,0
160,D.H.L...❤️🇹🇿🔥👏,False,social,CuzRJDzI7K_,0
161,"Subject: Urgent Complaint and Request for Immediate Refund - Complaint Numbers tel:50431638, tel:50436339",False,social,CuzRJDzI7K_,0
162,"After ""purchasing"" @mng.kargo, try to demonstrate this activity in Turkiye🙂 #goodluck",False,social,CuzRJDzI7K_,0
163,"Ich warte seit März auf mein Paket, es ist in Wuppertal, dank der",False,social,CuzRJDzI7K_,0
164,👏👏,False,social,CuzRJDzI7K_,0
165,"WHERE IS MY PARCEL? I paid your import duty/tax fees to deliver my parcel (iPhone 14 pro max) but I'm yet to receive it since 19 July, 2023. I have reached out severally to your team but am yet to receive it while insisting that I have to pay another ridiculous amount.",False,social,CuzRJDzI7K_,0
166,🖕🏿🖕🏿🖕🏿🖕🏿,False,social,CuzRJDzI7K_,0
167,"Die schlechteste Post in Deutschland! Schon das dritte Paket wurde nicht zugestellt, der Service ist ekelhaft (wenn einem bei irgendwelchen Problemen niemand hilft). NICHT EMPFEHLEN!",False,social,CuzRJDzI7K_,0
168,DHL scammers and thieves!!! They take money for shipping and do not send anything!!! also do not return any packages or money👹👹👹👹👹👹👹👹👹👹😂,False,social,CuzRJDzI7K_,0
169,❤️,False,social,CuzRJDzI7K_,0
170,Worst company for mailing anything two “attempts “ but yet no one came to my door,False,social,CuzRJDzI7K_,0
171,🤮🤮🤮🤮,False,social,CuzRJDzI7K_,0
172,lgtvhd4k,False,social,CuzRJDzI7K_,0
173,"DHL is sending this danger all around, be alert & protect your relatives.",False,social,CuzRJDzI7K_,0
174,Sodom and Gomorrah😂,False,social,CuzRJDzI7K_,0
175,❤️❤️,False,social,CuzRJDzI7K_,0
176,Unfollow... The space is full now with courier services,False,social,CuzRJDzI7K_,0
177,"Aramex, TNT, FedEx, SMSA, SPL, Naqel and more are now can take shipments to anyplace in the world",False,social,CuzRJDzI7K_,0
178,😂,False,social,CuzRJDzI7K_,0
179,🌷🌷,False,social,CuzRJDzI7K_,0
180,ييييييييي….ع,False,social,CuzRJDzI7K_,1
181,Unfollow Disgusting,False,social,CuzRJDzI7K_,1
182,why don't you exhibit similar in Arab regions? you are just hypocrites and doing it for profit because you know that Muslims will kill you with sticks for such a thing,False,social,CuzRJDzI7K_,0
183,f.ck you,False,social,CuzRJDzI7K_,0
184,"look like yellow chickens ,UNFOLLOW",False,social,CuzRJDzI7K_,0
185,anna.,True,social,Curm8NBtEh1,0
186,😍😍😍😍😍,False,social,Curm8NBtEh1,1
187,DHL 😍,False,social,Curm8NBtEh1,1
188,💛♻️🌍,False,social,Curm8NBtEh1,1
189,#smallbusinesssupport,False,social,Curm8NBtEh1,1
190,❤️,False,social,Curm8NBtEh1,1
191,🌷🌷,False,social,Curm8NBtEh1,0
192,Boycott DHL untill glazer out,False,social,Curm8NBtEh1,1
193,"WHERE IS MY PARCEL?!!! I paid your import duty/tax fees to deliver my parcel (iPhone 14 pro max) but I'm yet to receive it since 19 July, 2023. I have reached out severally to your team but am yet to receive it while insisting that I have to pay another ridiculous amount.",False,social,Curm8NBtEh1,0
194,yall have the slowest shipping known to a man,False,social,Curm8NBtEh1,1
195,"Solucionen lo de dhl en mataderos, el deposito fiscal que esta en oliden 2410. Esta clausurado desde el 14 de junio y no dan respuestas!!tienen de rehén al cliente con las encomiendas sin poder retirar!!! Soluciones urgente !",False,social,Curm8NBtEh1,0
196,"the best advice for a young entrepreneur. Never use DHL services. Because you will be robbed for fees, but you will never receive any shipment.",False,social,Curm8NBtEh1,2
197,Respondan mis mensajes!!!,False,social,Curm8NBtEh1,0
198,"Subject: Urgent Complaint and Request for Immediate Refund - Complaint Numbers tel:50431638, tel:50436339",False,social,Curm8NBtEh1,0
199,DHL scammers and thieves!!! They take money for shipping and do not send anything!!! also do not return any packages or money👹👹👹👹👹👹👹👹👹👹👹,False,social,Curm8NBtEh1,0
200,As a kenyan non of us like you,False,social,Curm8NBtEh1,0
201,Congratulations this is amazing 🤩,False,social,Curm8NBtEh1,0
202,😍,False,social,Curm8NBtEh1,0
203,🔥,False,social,Curm8NBtEh1,0
204,💚⚽️♻️🌍🦶,False,None,CujqaHZM2Pg,1
205,😮😍❤️💙🔥✈️🛫☁️\______🔘(--)🔘______/,False,None,CujqaHZM2Pg,1
206,❤️,False,None,CujqaHZM2Pg,2
207,😍❤️💙🔥✈️🛫☁️\______🔘(--)🔘______/,False,None,CujqaHZM2Pg,1
208,💪🏽💪🏽💪🏽,False,None,CujqaHZM2Pg,1
209,🔥😍,False,None,CujqaHZM2Pg,1
210,EXCELLENT DHL!!! A very low foot carbon print with you logistic. Greetings from Argentina,False,None,CujqaHZM2Pg,1
211,Amazing!,False,None,CujqaHZM2Pg,2
212,How is possible that a huge enterprise as yourself HAS LOST an envelope with very important papers...and you do not have any answet to the custumer????? ITS such a shame,False,None,CujqaHZM2Pg,0
213,Hört mal auf Hitzefrei zu nehmen diese Woche - mein Paket hängt schon seit Montag fest - macht mal ausnahmsweise eure Arbeit^^,False,None,CujqaHZM2Pg,1
214,❤️❤️,False,None,CujqaHZM2Pg,2
215,💙💙💙,False,None,CujqaHZM2Pg,2
216,wow amazing!,False,None,CujqaHZM2Pg,2
217,Lamento le trato y la poca empatia de ustedes .Jamás me dieron una solución.,False,None,CujqaHZM2Pg,1
218,😢,False,None,CujqaHZM2Pg,1
219,🥵🔥,False,None,CujqaHZM2Pg,2
220,Wäre schön wenn meine Bestellungen mal ankommen,False,None,CujqaHZM2Pg,2
221,😢,False,None,CujqaHZM2Pg,1
222,What's that plane?,False,None,CujqaHZM2Pg,1
223,Olá recebi um e-mail de vocês e gostaria de saber se não estou sendo vítima de um golpe ou é realmente verdade e de qual produto vocês estão em posse da qual no email vocês estão alegando que me pertence.,False,None,CujqaHZM2Pg,1
224,5 von 7 Bestellungen die mit DHL geschickt wurden nicht angekommen,False,None,CujqaHZM2Pg,5
225,So was kann man sich ja nicht geben,False,None,CujqaHZM2Pg,1
226,In Germay is DHL live-traking not real!,False,None,CujqaHZM2Pg,1
227,DHL livetrakking is not real,False,None,CujqaHZM2Pg,1
228,Rubbish.,False,None,CujqaHZM2Pg,3
229,اودي راكم ديرو روطار,False,None,CujqaHZM2Pg,0
230,How can I get driver job in dhl london.,False,None,CujqaHZM2Pg,0
231,The Titan sub was primarily made of composite materials,False,None,CujqaHZM2Pg,0
232,"3 Pakete, innerhalb 1ner Woche, wurden alle in eine Packstation geliefert, weil es ""nicht zugestellt werden konnte"", dabei war immer mindestens 1ner Zuhause. Es wurde nicht mal geklingelt. DHL ist der schlechteste Service, den es Weltweit gibt.",False,None,CujqaHZM2Pg,0
233,#glazerout🔰 boycott,False,None,CujqaHZM2Pg,0
234,"Samstag zuhause gewesen, angeblich wurde ich nicht angetroffen. Weit und breit kein Fahrer zu sehen! In der Packstation ist es ebenfalls noch nicht angekommen. Was ist da los? Ich kann doch erwarten, dass der Fahrer wenigstens klingelt",False,None,CujqaHZM2Pg,0
235,"glory in the achievements for which the customer actually paid. It's just somehow difficult for them to deliver the parcels, even though they charged the fees. Why does someone have to pay for their toys? charging several times will allow them to buy more toys. and the customer is not important.",False,None,CujqaHZM2Pg,0
236,"DHL ""Express"". How dare you commit to 2-3 days delivery worldwide!!!",False,None,CujqaHZM2Pg,0
237,"Ich habe noch nie einen schlechteren Service gesehen, nur Mittelmäßigkeit, einen hilflosen Lieferboten, der keine Telefonnummer wählen und die Daten nicht dort hinterlassen konnte, wo er die Blumen hinterlassen hat. Nutzen Sie diesen Service nicht, ermutigen Sie keine Idioten.",False,None,CujqaHZM2Pg,0
238,Wow 👏,False,None,CujqaHZM2Pg,0
239,scamners,False,None,CujqaHZM2Pg,0
240,5 TageAntworten,False,None,CujqaHZM2Pg,0
241,🌷🌷,False,None,CujqaHZM2Pg,0
242,We demand an investigation regarding the dog one of your drivers purposely ran over yesterday,False,None,Ct_s9NIsA40,13
243,"#perritoatropelladodhl #dhltuxpan #runoverdogdhl DHL necesitan implementar campañas de consientización y respeto a la vida de los animales, son empresa líder en muchos aspectos seanlo también en esto poniendo el ejemplo del respeto a la vida animal, y marquen un precedente en México, confiamos en ustedes, ese empleado no solo debe ser despedido sino testimonio de que ustedes no tolerarán ese tipo de conductas, cerciórese del bienestar del perrito atropellado en Tuxpan y apoyen a alguna fundación de animales rescatados de maltrato",False,None,Ct_s9NIsA40,7
244,Do not buy or use and products etc from this company.One of their workers in Mexico ran over a Dog with the company’s car . It was a Malicious act and should be fired . DHL please check this out TAKE RESPONSIBILITY!!!!,False,None,Ct_s9NIsA40,11
245,Terrible service.,False,None,Ct_s9NIsA40,6
